sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
19,RANGAREDDY,Madgula,Kulkulpally,78.73,16.91,432,Post-monsoon 2021,7.46,1924,1231,0,550,210,1.55,72,60,184,6,80,97,600,3.27,C3S1,-1.00,P.S.
20,RANGAREDDY,Abdullapurmet,Kuntloor,78.63,17.34,496,Post-monsoon 2021,7.55,431,276,0,110,30,0.52,44,44,24,4,48,15,180,0.76,C2S1,-1.40,P.S.
21,RANGAREDDY,Madgula,Madgula,78.69,16.84,408,Post-monsoon 2021,7.06,1189,761,0,300,110,0.35,142,64,79,2,128,34,460,1.60,C3S1,-3.20,P.S.
22,RANGAREDDY,Maheswaram,Maheswaram,78.44,17.14,621,Post-monsoon 2021,8.26,255,163,0,50,50,0.14,0.3,13,19,2,24,7,90,0.87,C2S1,-0.80,P.S.
23,RANGAREDDY,Shamshabad,Malkaram,78.28,17.26,546,Post-monsoon 2021,7.96,1126,721,0,320,100,0.55,39,136,108,14,120,19,380,2.41,C3S1,-1.20,P.S.
24,RANGAREDDY,Manchal,Manchal,78.74,17.16,565,Post-monsoon 2021,8.11,989,633,0,370,60,2.54,18,84,82,6,72,49,380,1.83,C3S1,-0.20,P.S.
25,RANGAREDDY,Ibrahimpatnam,Mangalpally,78.60,17.22,520,Post-monsoon 2021,7.36,833,533,0,300,20,0.75,34,55,35,1,96,24,340,0.83,C3S1,-0.80,P.S.
26,RANGAREDDY,Moinabad,Moinabad,78.29,17.33,565,Post-monsoon 2021,7.61,665,426,0,250,20,0.34,11,72,54,1,80,10,240,1.52,C2S1,0.20,P.S.
27,RANGAREDDY,Balapur,Nadhargull,78.54,17.27,538,Post-monsoon 2021,7.41,1205,771,0,340,110,0.81,46,100,90,2,96,49,440,1.87,C3S1,-2.00,P.S.
28,RANGAREDDY,Shamshabad,Ootlapally,78.37,17.25,551,Post-monsoon 2021,7.40,967,619,0,350,40,0.71,20,94,44,1,88,49,420,0.93,C3S1,-1.40,P.S.
29,RANGAREDDY,Shamshabad,Palmokole,78.30,17.20,561,Post-monsoon 2021,7.46,1234,790,0,350,90,0.74,8,178,115,3,128,24,420,2.44,C3S1,-1.40,P.S.
30,RANGAREDDY,Maheswaram,Pondiyala,78.38,17.12,606,Post-monsoon 2021,8.15,1527,977,0,530,130,2.42,44,102,191,3,56,73,440,3.96,C3S1,1.80,MR
31,RANGAREDDY,Rajender Nagar,Rajender Nagar,78.41,17.32,526,Post-monsoon 2021,7.00,2702,1729,0,210,680,1.17,31,276,108,2,432,39,1240,1.33,C4S1,-20.60,P.S.
32,RANGAREDDY,Farooqnagar,Shadnagar,78.18,17.06,629,Post-monsoon 2021,7.10,1801,1153,0,380,250,0.57,71,91,54,2,192,68,760,0.86,C3S1,-7.60,P.S.
33,RANGAREDDY,Shahbad,Shahbad,78.10,17.20,626,Post-monsoon 2021,7.01,611,391,0,260,20,0.45,3,66,11,1,104,19,340,0.26,C2S1,-1.60,P.S.
34,RANGAREDDY,Shankarpalli,Shankarpalli,78.13,17.45,574,Post-monsoon 2021,7.26,576,369,0,150,60,0.29,8,62,29,5,72,15,240,0.81,C2S1,-1.80,P.S.
35,RANGAREDDY,Kothur,Siddapur,78.35,17.05,631,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,RANGAREDDY,Talakondapalli,Talakondapalli,78.41,16.89,569,Post-monsoon 2021,7.15,993,636,0,400,60,0.99,73,40,38,3,80,73,500,0.74,C3S1,-2.00,P.S.
37,RANGAREDDY,Kothur,Teegapur,78.27,17.16,577,Post-monsoon 2021,7.22,1391,890,0,350,150,0.36,65,71,117,4,168,5,440,2.43,C3S1,-1.80,P.S.
38,RANGAREDDY,Yacharam,Tumotoniguda (Mall),78.70,16.99,533,Post-monsoon 2021,7.99,1703,1090,0,800,40,3.70,28,80,371,2,56,10,180,12.02,C3S2,12.40,U.S.
39,RANGAREDDY,Chouderigudem,Vanampalli,78.00,17.11,677,Post-monsoon 2021,7.58,953,610,0,70,260,0.03,4,22,55,102,32,34,220,1.61,C3S1,-3.00,P.S.
40,RANGAREDDY,Yacharam,Yacharam,78.67,17.05,584,Post-monsoon 2021,7.18,812,520,0,370,40,1.21,4,60,37,2,152,10,420,0.78,C3S1,-1.00,P.S.
41,RANGAREDDY,Shankarpalli,Yeravaguda,78.13,17.41,582,Post-monsoon 2021,7.51,646,413,0,210,50,0.39,11,82,82,10,64,5,180,2.66,C2S1,0.60,P.S.
1,SANGAREDDY,Ameenpur,Kistareddypet,78.29,17.55,533,Post-monsoon 2021,8.50,2144,1372,20,150,490,0.20,27,202,257,13,128,49,520,4.90,C3S1,-7.00,P.S.
2,SANGAREDDY,Andole,Jogipet,78.07,17.84,499,Post-monsoon 2021,8.32,390,250,10,170,10,1.33,1,19,28,0.5,32,19,160,0.96,C2S1,0.40,P.S.
3,SANGAREDDY,Gummadiddla,Annaram,78.38,17.63,599,Post-monsoon 2021,7.93,1560,998,0,360,170,0.51,10,173,168,5,72,58,420,3.56,C3S1,-1.20,P.S.
4,SANGAREDDY,Gummadiddla,Gummadiddla,78.37,17.68,626,Post-monsoon 2021,7.56,893,572,0,160,160,0.82,4,53,47,5,80,34,340,1.10,C3S1,-3.60,P.S.
5,SANGAREDDY,Hathnoora,Borapatla,78.16,17.67,492,Post-monsoon 2021,8.23,718,460,0,220,30,0.58,10,90,40,4,40,44,280,1.04,C2S1,-1.20,P.S.
6,SANGAREDDY,Hathnoora,Nasthipur,78.22,17.70,511,Post-monsoon 2021,7.98,602,385,0,60,100,0.71,30,87,43,4,48,24,220,1.26,C2S1,-3.20,P.S.
7,SANGAREDDY,Jarasangam,Jarasangam,77.72,17.76,586,Post-monsoon 2021,7.56,890,570,0,340,50,0.54,37,30,36,1,56,63,400,0.78,C3S1,-1.20,P.S.
8,SANGAREDDY,Jinnaram,Ootla,78.32,17.63,558,Post-monsoon 2021,7.60,1186,759,0,120,230,0.69,12,130,105,3,48,58,360,2.41,C3S1,-4.80,P.S.
9,SANGAREDDY,Kalher,Bachapally,77.87,18.14,432,Post-monsoon 2021,7.79,1430,915,0,340,160,0.34,23,112,103,2,32,97,480,2.05,C3S1,-2.80,P.S.
10,SANGAREDDY,Kalher,Masanpalli,77.88,18.18,426,Post-monsoon 2021,7.14,494,316,0,130,60,0.78,26,27,42,0.3,56,10,180,1.36,C2S1,-1.00,P.S.
11,SANGAREDDY,Kalher,Meerkhanpally,77.85,18.12,431,Post-monsoon 2021,8.01,1176,753,0,210,140,0.62,15,175,143,10,32,49,280,3.73,C3S1,-1.40,P.S.
12,SANGAREDDY,Kandi,Byathole,78.19,17.61,501,Post-monsoon 2021,8.20,1898,1215,0,220,310,1.21,52,253,241,22,80,53,420,5.10,C3S1,-4.00,P.S.
13,SANGAREDDY,Kandi,Cherlagudem,78.09,17.51,577,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,SANGAREDDY,Kangti,Kangti,77.62,18.22,522,Post-monsoon 2021,8.20,679,435,0,130,70,0.68,4,82,110,1,16,10,80,5.35,C2S1,1.00,P.S.
15,SANGAREDDY,Koheer,Kothur (D),77.77,17.66,617,Post-monsoon 2021,8.33,933,597,10,140,190,0.23,3,75,101,2,88,15,280,2.62,C3S1,-2.60,P.S.
16,SANGAREDDY,Kondapur,Kondapur,78.01,17.55,534,Post-monsoon 2021,8.10,557,356,0,110,60,1.13,27,62,29,2,32,34,220,0.85,C2S1,-2.20,P.S.
17,SANGAREDDY,Manoor,Manoor,77.74,17.98,538,Post-monsoon 2021,7.62,795,509,0,270,20,0.15,45,103,19,2,80,49,400,0.41,C3S1,-2.60,P.S.
18,SANGAREDDY,Mogudampally,Mogudampally,77.84,17.63,572,Post-monsoon 2021,8.23,895,573,0,150,170,0.28,28,40,15,1,104,39,420,0.33,C3S1,-5.40,P.S.
19,SANGAREDDY,Munipally,Budera,77.87,17.69,539,Post-monsoon 2021,8.07,1254,803,0,340,90,0.49,52,83,54,9.3,64,78,480,1.07,C3S1,-2.80,P.S.
20,SANGAREDDY,Nagalgidda,Pusalpad,77.69,18.02,531,Post-monsoon 2021,7.69,539,345,0,190,20,1.40,5,46,71,2,32,10,120,2.82,C2S1,1.40,MR
21,SANGAREDDY,Narayankhed,Abbenda,77.71,18.05,516,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,SANGAREDDY,Narayankhed,Narayanakhed,77.76,18.03,490,Post-monsoon 2021,8.02,628,402,0,130,80,0.71,45,38,18,1,40,44,280,0.48,C2S1,-3.00,P.S.
23,SANGAREDDY,Nyalkal,Hadnoor - s,77.63,17.80,620,Post-monsoon 2021,7.94,296,189,0,90,30,0.18,16,35,10,2,24,24,160,0.34,C2S1,-1.40,P.S.
24,SANGAREDDY,Patancheru ,Isnapur,78.20,17.55,517,Post-monsoon 2021,8.28,1458,933,0,160,250,2.04,2,192,206,13,40,39,260,5.55,C3S1,-2.00,P.S.
25,SANGAREDDY,Patancheru ,Patancheruvu,78.27,17.53,533,Post-monsoon 2021,7.89,1047,670,0,210,130,0.84,42,103,55,3,40,78,420,1.18,C3S1,-4.20,P.S.
26,SANGAREDDY,Pulkal,Kodur,78.03,17.72,515,Post-monsoon 2021,8.01,692,443,0,170,30,0.30,28,105,27,7,72,24,280,0.69,C2S1,-2.20,P.S.
27,SANGAREDDY,Pulkal,Muddaipet,77.98,17.75,508,Post-monsoon 2021,7.89,683,437,0,240,40,0.40,11,59,23,1,40,53,320,0.56,C2S1,-1.60,P.S.
28,SANGAREDDY,Pulkal,Pulkal,78.00,17.73,496,Post-monsoon 2021,8.01,337,216,0,80,10,0.06,17,72,20,2,40,10,140,0.73,C2S1,-1.20,P.S.
29,SANGAREDDY,R.C.Puram,R.C.Puram,78.30,17.51,542,Post-monsoon 2021,7.61,1380,883,0,230,220,1.02,16,116,86,2,80,73,500,1.67,C3S1,-5.40,P.S.
30,SANGAREDDY,Raikode,Chimnapur,77.75,17.83,540,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,SANGAREDDY,Sadasivpet,Sadasivpet,77.96,17.62,531,Post-monsoon 2021,8.11,782,500,0,310,20,0.63,8,62,41,3,48,49,320,0.99,C3S1,-0.20,P.S.
32,SANGAREDDY,Sangareddy,Sangareddy,78.08,17.60,526,Post-monsoon 2021,8.42,989,633,10,300,40,2.88,31,90,102,10,48,34,260,2.75,C3S1,1.00,P.S.
33,SANGAREDDY,Sirgapoor,Wasar,77.66,18.14,470,Post-monsoon 2021,8.19,774,495,0,250,50,0.31,31,43,16,1,56,53,360,0.36,C3S1,-2.20,P.S.
34,SANGAREDDY,Vatpally,Vatpally,77.87,17.91,532,Post-monsoon 2021,7.89,882,564,0,160,100,0.33,52,104,32,4,32,73,380,0.71,C3S1,-4.40,P.S.
35,SANGAREDDY,Zaheerabad,Ranzole-I,77.66,17.68,606,Post-monsoon 2021,8.50,498,319,20,200,10,0.18,1,36,24,1,40,29,220,0.70,C2S1,0.00,P.S.
1,SIDDIPET,Akkannapet,Jangaon,79.20,18.09,362,Post-monsoon 2021,7.33,1188,760,0,300,110,0.75,94,53,87,2,144,10,400,1.88,C3S1,-2.00,P.S.
2,SIDDIPET,Bejjanki,Dacharam,79.06,18.25,302,Post-monsoon 2021,7.77,4401,2817,0,680,940,4.42,96,314,710,12,88,165,900,10.29,C4S3,-4.39,P.S.
3,SIDDIPET,Bejjanki,Guggilla,79.06,18.20,311,Post-monsoon 2021,7.82,1312,840,0,420,140,2.12,38,78,148,0.2,56,68,420,3.14,C3S1,0.002,P.S.
4,SIDDIPET,Bejjanki,Mylaram,79.07,18.37,280,Post-monsoon 2021,8.07,681,436,0,220,20,0.42,48,66,20,62,56,24,240,0.56,C2S1,-0.40,P.S.
5,SIDDIPET,Bejjanki,Vodlur Begampet,79.04,18.32,304,Post-monsoon 2021,6.54,733,469,0,160,120,0.77,3,24,75,3,64,10,200,2.30,C2S1,-0.80,P.S.
6,SIDDIPET,Cherila,Cherila,78.98,17.89,479,Post-monsoon 2021,7.58,1640,1050,0,400,150,2.14,56,114,199,4,88,34,360,4.56,C3S1,0.80,P.S.
7,SIDDIPET,Cherila,Gurijakunta,78.97,17.96,459,Post-monsoon 2021,7.54,1299,831,0,200,160,0.85,152,109,119,6,64,58,400,2.59,C3S1,-4.00,P.S.
8,SIDDIPET,Cherila,Nagapuri,78.88,17.86,532,Post-monsoon 2021,7.34,1180,755,0,340,120,0.65,16,89,75,4,144,19,440,1.55,C3S1,-2.00,P.S.
9,SIDDIPET,Cherila,Veerannapet,78.99,17.86,481,Post-monsoon 2021,7.78,1131,724,0,400,120,1.86,16,46,197,11,32,29,200,6.04,C3S2,4.00,U.S.
10,SIDDIPET,Chinnakodur,Allipur,78.92,18.24,394,Post-monsoon 2021,6.91,812,520,0,290,50,1.25,21,42,40,3,80,34,340,0.94,C3S1,-1.00,P.S.
11,SIDDIPET,Chinnakodur,Ananthasagar,79.00,18.18,343,Post-monsoon 2021,6.98,648,415,0,280,10,1.10,31,21,24,13,80,19,280,0.62,C2S1,0.001,P.S.
12,SIDDIPET,Chinnakodur,Machapur,78.88,18.20,256,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,SIDDIPET,Chinnakodur,Peddakodur,78.89,18.15,459,Post-monsoon 2021,6.60,572,366,0,250,10,0.58,5,19,27,6,80,5,220,0.79,C2S1,0.60,P.S.
14,SIDDIPET,Doulthabad ,Mubaraspur,78.60,17.96,551,Post-monsoon 2021,7.55,887,568,0,350,20,1.15,50,54,82,2,64,34,300,2.05,C3S1,1.00,P.S.
15,SIDDIPET,Dubbak,Chittapur,78.62,18.13,479,Post-monsoon 2021,6.73,574,367,0,150,70,0.44,2,51,49,1,48,19,200,1.51,C2S1,-1.00,P.S.
16,SIDDIPET,Dubbak,Dubbak,78.67,18.17,497,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,SIDDIPET,Dubbak,Gambeerpur,78.61,18.23,484,Post-monsoon 2021,7.13,464,297,0,200,10,0.65,8,8,15,1,64,10,200,0.46,C2S1,0.0003,P.S.
18,SIDDIPET,Dubbak,Peddacheekode,78.63,18.21,490,Post-monsoon 2021,7.04,861,551,0,320,20,1.23,33,34,43,4,72,34,320,1.05,C3S1,0.001,P.S.
19,SIDDIPET,Dubbak,Pothireddypet,78.57,18.13,471,Post-monsoon 2021,7.21,898,575,0,160,170,0.96,17,53,65,2,88,29,340,1.53,C3S1,-3.60,P.S.
20,SIDDIPET,Gajwel,Gajwel,78.68,17.84,571,Post-monsoon 2021,7.90,586,375,0,110,80,2.60,14,48,42,2,32,29,200,1.29,C2S1,-1.80,P.S.
21,SIDDIPET,Husnabad,Husnabad,79.21,18.14,343,Post-monsoon 2021,7.36,1340,858,0,360,170,0.93,44,103,87,1,120,63,560,1.60,C3S1,-4.00,P.S.
22,SIDDIPET,Jagdevpur,Munigadapa,78.82,17.81,558,Post-monsoon 2021,7.59,1095,701,0,130,260,1.14,3,71,58,5,32,92,460,1.17,C3S1,-6.60,P.S.
23,SIDDIPET,Jagdevpur,Chatlapally,78.86,17.85,554,Post-monsoon 2021,7.11,385,246,0,100,10,0.56,50,47,29,1,40,10,140,1.07,C2S1,-0.80,P.S.
24,SIDDIPET,Jagdevpur,Dharmaram,78.81,17.72,521,Post-monsoon 2021,7.15,1027,657,0,140,130,1.75,40,135,102,3,80,19,280,2.64,C3S1,-2.80,P.S.
25,SIDDIPET,Jagdevpur,Itkal,78.77,17.76,556,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,SIDDIPET,Jagdevpur,Kondapur,78.85,17.79,531,Post-monsoon 2021,6.88,1123,719,0,130,130,0.99,175,130,81,4,120,29,420,1.71,C3S1,-5.80,P.S.
27,SIDDIPET,Jagdevpur,T.Narsapur,78.86,17.86,541,Post-monsoon 2021,7.28,872,558,0,330,20,1.52,4,66,36,1,80,39,360,0.83,C3S1,-0.60,P.S.
28,SIDDIPET,Koheda,Koheda,79.09,18.17,328,Post-monsoon 2021,7.60,1268,812,0,210,250,0.65,1,59,156,4,56,39,300,3.92,C3S1,-1.80,P.S.
29,SIDDIPET,Koheda,Varikolu,79.11,18.26,287,Post-monsoon 2021,7.79,1100,704,0,410,80,2.25,23,57,114,10,48,58,360,2.60,C3S1,1.00,P.S.
30,SIDDIPET,Komaravelli,Komaravelli,78.90,17.93,500,Post-monsoon 2021,7.27,744,476,0,200,60,1.07,52,67,45,2,96,15,300,1.13,C2S1,-2.00,P.S.
31,SIDDIPET,Komaravelli,Ainapur,78.89,17.89,505,Post-monsoon 2021,7.59,836,535,0,300,30,1.50,32,74,49,35,88,19,300,1.23,C3S1,0.001,P.S.
32,SIDDIPET,Komaravelli,Gouraipally,78.90,17.95,484,Post-monsoon 2021,7.40,1062,680,0,360,110,1.31,7,67,71,2,112,39,440,1.47,C3S1,-1.60,P.S.
33,SIDDIPET,Komaravelli,Komuravelli,78.58,18.25,456,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,SIDDIPET,Kondapak,Ankireddypally,78.93,18.00,462,Post-monsoon 2021,7.19,1790,1146,0,100,340,0.87,78,155,181,7,120,29,420,3.84,C3S1,-6.40,P.S.
35,SIDDIPET,Kondapak,Sir singandla,78.83,18.01,514,Post-monsoon 2021,7.67,1017,651,0,210,120,1.40,36,61,65,2,56,49,340,1.53,C3S1,-2.60,P.S.
36,SIDDIPET,Madoor,Bekkal,79.10,17.99,421,Post-monsoon 2021,7.31,394,252,0,150,20,0.27,2,36,15,8,40,19,180,0.49,C2S1,-0.60,P.S.
37,SIDDIPET,Madoor,Madoor,79.05,17.93,445,Post-monsoon 2021,7.50,480,307,0,150,30,0.37,4,59,37,3,40,19,180,1.20,C2S1,-0.60,P.S.
38,SIDDIPET,Madoor,Salakpur,79.03,17.89,459,Post-monsoon 2021,7.94,598,383,0,230,40,0.66,10,21,19,30,56,24,240,0.54,C2S1,-0.20,P.S.
39,SIDDIPET,Markood,Markood,78.72,17.75,576,Post-monsoon 2021,7.54,484,310,0,150,20,0.44,50,38,10,1,64,19,240,0.28,C2S1,-1.80,P.S.
40,SIDDIPET,Mirdoddi,Bhoompalli,78.60,18.12,474,Post-monsoon 2021,7.63,1520,973,0,350,250,1.09,39,108,179,5,32,92,460,3.63,C3S1,-2.20,P.S.
41,SIDDIPET,Mirdoddi,Jangapally,78.62,18.05,217,Post-monsoon 2021,7.42,1484,950,0,320,210,0.94,22,79,112,1,72,78,500,2.17,C3S1,-3.60,P.S.
42,SIDDIPET,Mulugu,Mulugu,78.63,17.72,595,Post-monsoon 2021,7.49,875,560,0,250,70,2.24,24,32,85,3,24,39,220,2.49,C3S1,0.60,P.S.
43,SIDDIPET,Mulugu,Adivimajid,78.68,17.71,581,Post-monsoon 2021,7.06,384,246,0,160,10,1.49,1,25,39,1,32,10,120,1.54,C2S1,0.80,P.S.
44,SIDDIPET,Mulugu,Zaptisingaipally,78.61,17.69,574,Post-monsoon 2021,7.44,1364,873,0,160,220,1.24,97,84,101,4,72,58,420,2.14,C3S1,-5.20,P.S.
45,SIDDIPET,Nanganur,Katha,79.07,18.02,404,Post-monsoon 2021,7.28,1168,748,0,150,220,0.66,10,84,97,1,104,24,360,2.22,C3S1,-4.20,P.S.
46,SIDDIPET,Nanganur,Kodarajpally,79.09,18.04,433,Post-monsoon 2021,7.38,961,615,0,100,190,0.58,10,82,95,1,72,19,260,2.56,C3S1,-3.20,P.S.
47,SIDDIPET,Nanganur,Rampur,78.99,18.09,417,Post-monsoon 2021,7.82,498,319,0,140,40,0.54,4,70,43,4,40,19,180,1.39,C2S1,-0.80,P.S.
48,SIDDIPET,Raipole,Raipole,78.62,17.93,559,Post-monsoon 2021,7.5,694,444,0,300,40,0.81,14,13,28,4,104,15,320,0.68,C2S1,-0.40,P.S.
49,SIDDIPET,Siddipet,Siddipet,78.84,18.10,489,Post-monsoon 2021,7.44,629,403,0,270,20,1.07,22,21,26,4,96,10,280,0.68,C2S1,-0.20,P.S.
50,SIDDIPET,Siddipet,Ragavapur,78.78,18.18,482,Post-monsoon 2021,7.11,1066,682,0,100,180,0.65,90,103,82,2,88,34,360,1.88,C3S1,-5.20,P.S.
51,SIDDIPET,Siddipet,Tornal,78.75,18.12,518,Post-monsoon 2021,7.17,977,625,0,370,30,1.08,51,39,28,1,128,29,440,0.57,C3S1,-1.40,P.S.
52,SIDDIPET,Thoguta,Kuknoorpally,78.81,17.89,557,Post-monsoon 2021,7.47,1282,820,0,520,100,1.10,19,59,110,3,72,78,500,2.14,C3S1,0.40,P.S.
53,SIDDIPET,Wargal,Majidpalli,78.59,17.82,566,Post-monsoon 2021,7.87,1202,769,0,280,180,1.04,8,70,157,73,48,19,200,4.83,C3S1,1.60,MR
1,SIRCILLA,Boinpally,Korem,78.91,18.53,347,Post-monsoon 2021,8.32,534,342,40,130,40,1.57,28.0,25,46,2,24,29,180,1.49,C2S1,-0.20,P.S.
2,SIRCILLA,Boinpally,Kothapet (NC),78.96,18.42,302,Post-monsoon 2021,8.29,569,364,0,190,50,0.20,1.0,27,42,2,32,29,200,1.29,C2S1,-0.20,P.S.
3,SIRCILLA,Chandurthy,Chandurthy,78.78,18.57,393,Post-monsoon 2021,7.63,503,322,0,160,50,0.65,7.4,25,39,2,24,29,180,1.26,C2S1,-0.40,P.S.
4,SIRCILLA,Gambhiraopet,Gajasingaram,78.57,18.40,447,Post-monsoon 2021,7.79,955,611,0,240,110,0.92,69.3,42,83,3,40,53,320,2.02,C3S1,-1.60,P.S.
5,SIRCILLA,Gambhiraopet,Kothapally,78.58,18.27,441,Post-monsoon 2021,7.94,669,428,0,190,50,1.01,55.8,31,56,2,32,34,220,1.64,C2S1,-0.60,P.S.
6,SIRCILLA,Gambhiraopet,Narmal,78.55,18.28,439,Post-monsoon 2021,7.63,580,371,0,170,50,1.28,10.5,27,47,2,24,29,180,1.52,C2S1,-0.20,P.S.
7,SIRCILLA,Illanthakunta,Ananthagiri,78.90,18.27,389,Post-monsoon 2021,8.06,496,317,0,150,50,0.36,5.6,25,42,2,24,24,160,1.44,C2S1,-0.20,P.S.
8,SIRCILLA,Illanthakunta,Illanthukunta ,78.96,18.31,326,Post-monsoon 2021,8.26,559,358,0,150,50,2.33,36.0,27,48,2,32,24,180,1.56,C2S1,-0.60,P.S.
9,SIRCILLA,Illanthakunta,Kandikatkur,78.96,18.37,295,Post-monsoon 2021,8.17,1665,1066,0,380,210,0.82,111.5,65,151,5,72,83,520,2.88,C3S1,-2.80,P.S.
10,SIRCILLA,Illanthakunta,Repaka,78.98,18.26,347,Post-monsoon 2021,8.19,2784,1782,0,410,500,0.64,266.1,100,266,11,128,141,900,3.86,C4S2,-9.80,P.S.
11,SIRCILLA,Konaraopet,Dharmaram,78.74,18.45,390,Post-monsoon 2021,7.83,541,346,0,140,40,1.98,86.2,23,44,2,32,29,200,1.35,C2S1,-1.20,P.S.
12,SIRCILLA,Konaraopet,Kolanur,78.78,18.42,352,Post-monsoon 2021,7.91,1636,1047,0,350,220,0.83,123.4,64,154,11,72,78,500,2.99,C3S1,-3.00,P.S.
13,SIRCILLA,Konaraopet,Kondapur,78.70,18.51,383,Post-monsoon 2021,8.27,958,613,0,240,120,0.80,41.3,40,84,4,40,49,300,2.11,C3S1,-1.20,P.S.
14,SIRCILLA,Konaraopet,Mamidipalli,78.76,18.50,363,Post-monsoon 2021,8.29,461,295,0,150,50,0.69,9.7,20,33,2,24,29,180,1.07,C2S1,-0.60,P.S.
15,SIRCILLA,Konaraopet,Nizamabad,78.72,18.47,418,Post-monsoon 2021,7.94,588,376,0,180,50,0.77,46.9,23,54,2,32,29,200,1.66,C2S1,-0.40,P.S.
16,SIRCILLA,Konaraopet,Suddala,78.79,18.47,351,Post-monsoon 2021,8.29,944,604,0,260,100,0.92,43.5,41,84,5,40,49,300,2.11,C3S1,-0.80,P.S.
17,SIRCILLA,Mustabad,Avunoor,78.72,18.35,343,Post-monsoon 2021,7.52,789,505,0,230,90,1.65,0.6,35,74,2,32,39,240,2.08,C3S1,-0.20,P.S.
18,SIRCILLA,Mustabad,Kondapur,78.68,18.34,355,Post-monsoon 2021,7.72,1138,728,0,290,140,1.04,10.7,56,106,3,48,53,340,2.50,C3S1,-1.00,P.S.
19,SIRCILLA,Sircilla,Sircilla(urban),78.78,18.36,329,Post-monsoon 2021,7.97,1815,1162,0,420,290,0.46,27.6,66,171,14,88,83,560,3.14,C3S1,-2.80,P.S.
20,SIRCILLA,Thangalapally,Rallapet,78.82,18.28,386,Post-monsoon 2021,7.69,996,637,0,240,120,0.72,13.5,44,87,3,40,44,280,2.26,C3S1,-0.80,P.S.
21,SIRCILLA,Thangalapally,Ramchandrapaur,78.83,18.41,309,Post-monsoon 2021,8.29,435,278,0,120,60,0.81,3.0,21,32,2,24,24,160,1.10,C2S1,-0.80,P.S.
22,SIRCILLA,Veernapally,Garjanapalle,78.61,18.53,429,Post-monsoon 2021,8.11,1091,698,0,280,120,0.84,59.6,48,96,5,48,53,340,2.26,C3S1,-1.20,P.S.
23,SIRCILLA,Veernapally,Veernapally,78.61,18.47,483,Post-monsoon 2021,8.06,1258,805,0,280,160,1.10,85.2,56,121,6,56,58,380,2.70,C3S1,-2.00,P.S.
24,SIRCILLA,Vemulawada,Chekkapalli,78.86,18.53,354,Post-monsoon 2021,8.29,794,508,0,230,80,0.78,35.0,32,69,3,40,39,260,1.86,C3S1,-0.60,P.S.
25,SIRCILLA,Vemulawada,Vemulawada(rural),78.86,18.49,317,Post-monsoon 2021,8.31,1173,751,30,270,120,0.43,126.0,49,111,6,64,53,380,2.48,C3S1,-1.60,P.S.
26,SIRCILLA,Yellareddipet,Racherla Boppaspur,78.62,18.38,389,Post-monsoon 2021,7.81,935,598,0,210,120,0.63,56.2,41,87,5,40,44,280,2.26,C3S1,-1.40,P.S.
27,SIRCILLA,Yellareddipet,Rajannapet,78.64,18.40,383,Post-monsoon 2021,8.31,783,501,30,230,60,4.08,23.4,36,71,3,40,39,260,1.91,C3S1,0.00,P.S.
1,SURYAPET,Arvapally,Jajireddigudem,79.50,17.33,200,Post-monsoon 2021,7.47,1122,718,0,250,170,0.46,22,124,114,5,80,39,360,2.61,C3S1,-2.20,P.S.
2,SURYAPET,Arvapally,Kodur,79.62,17.32,178,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,SURYAPET,Arvapally,Nagaram,79.50,17.39,212,Post-monsoon 2021,7.65,437,280,0,200,30,0.42,3,18,27,0.5,64,10,200,0.83,C2S1,0.0003,P.S.
4,SURYAPET,Atmakur(s),Aipur,79.73,17.28,171,Post-monsoon 2021,7.45,925,592,0,280,100,1.10,27,104,108,2,56,39,300,2.71,C3S1,-0.40,P.S.
5,SURYAPET,Chilkur,Bethevole,79.81,16.97,126,Post-monsoon 2021,6.41,1693,1084,0,230,290,0.55,30,238,181,2,96,68,520,3.45,C3S1,-5.80,P.S.
